model,quantile,region,scenario,unit,variable,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
AIM/CGE,0.005,World,ssp370,W / m^2,Effective Radiative Forcing,0.809662048,0.810775219,0.790578555,0.791393427,0.795972979,0.813007471,0.824544127,0.844335427,0.906615748,0.898606816,0.891552076,0.737547441,0.45263293,0.150298915,0.369833787,0.640130208,0.777011078,0.742993373,0.86464581,0.927790146,0.899705378,0.930309161,0.99577888,1.106399769,0.991477201,1.006922934,1.101775921,1.227849555,1.311552799,1.377707402,1.394291462,1.364897224,1.006846312,1.076906763,1.293802065,1.411803663,1.473503543,1.510427186,1.641994445,1.784585451,1.599427516,0.826067138,0.81135037,1.295046284,1.574294009,1.75875489,1.870396665,1.76225595,1.908830175,2.090984878,2.142384675,2.155729071,2.115390634,2.128770846,2.126402375,2.103810821,2.140162188,2.161950759,2.268397253,2.310634954,2.297342271,2.427076257,2.451044428,2.549315317,2.528544811,2.560697429,2.567292709,2.603992401,2.644397422,2.690091104,2.740103575,2.811934,2.880980289,2.938704717,2.992436617,3.032427154,3.071159591,3.110057485,3.159401939,3.204576605,3.255930454,3.308457065,3.367536538,3.439610866,3.522402511,3.582684742,3.651230796,3.697235772,3.754282552,3.795698089,3.838487891,3.883729396,3.938131395,3.998007023,4.0643048,4.146203784,4.220315659,4.296196774,4.355563066,4.398471869,4.435032928,4.48501148,4.534547158,4.587050787,4.649823827,4.723512519,4.800382088,4.860578051,4.923145397,4.985085116,5.030852935,5.079096205,5.129685597,5.186779028,5.246123541,5.311025865,5.39052695,5.467936849,5.537786408,5.594551241,5.644873935,5.691023648,5.745035863,5.801012204,5.854615264,5.912940498,5.971313055,6.037123093,6.110551852,6.184912631,6.255099347,6.316956576,6.377729527,6.429847424,6.487263374,6.534941709,6.589194573,6.650818131,6.71425614,6.787630717,6.868783099,6.945555127,7.026370495,7.082546726,7.131530749,7.183882896,7.23455416,7.294441728,7.354820681,7.425922344,7.501528914
AIM/CGE,0.005,World,ssp370-lowNTCF-aerchemmip,W / m^2,Effective Radiative Forcing,0.791213839,0.793948949,0.772886225,0.773229458,0.77723483,0.793577292,0.802996827,0.820745453,0.884544945,0.876296506,0.868446063,0.710616333,0.426410291,0.121508086,0.342304767,0.611619231,0.747583445,0.712000353,0.834023087,0.896667941,0.866230753,0.897259292,0.959566458,1.071186823,0.955647329,0.97264758,1.065289806,1.191109522,1.274367145,1.340507027,1.356301266,1.328368706,0.967437142,1.040880606,1.257018596,1.374430589,1.435821657,1.469895682,1.60166132,1.746087906,1.560275649,0.780823733,0.772585439,1.254151761,1.52916619,1.71533496,1.830458512,1.715130373,1.86184957,2.050114745,2.103453025,2.116995309,2.073039966,2.085918764,2.082826778,2.058669507,2.095615257,2.11642861,2.226370387,2.269321477,2.252982885,2.38543946,2.40774022,2.507381794,2.485032076,2.518892081,2.536394561,2.579043214,2.625601409,2.677671516,2.735655556,2.8173045,2.894868227,2.961413991,3.024331543,3.073824137,3.122344247,3.171359931,3.231141894,3.287048678,3.349405362,3.413032946,3.484727231,3.569523999,3.6651197,3.738374812,3.820054788,3.879335524,3.949770186,4.004744649,4.063175342,4.126247299,4.197623088,4.27483005,4.358841324,4.458806173,4.551335626,4.646068109,4.724728911,4.787373146,4.833040986,4.88079384,4.934780753,4.991585557,5.058490981,5.136146534,5.216824236,5.280668802,5.346732759,5.412026514,5.460972683,5.512198197,5.565549608,5.625306556,5.687219639,5.754596264,5.836484359,5.916198216,5.988273252,6.047188744,6.099477268,6.147390813,6.203151421,6.260820738,6.316058859,6.375964727,6.435870481,6.503165156,6.578032112,6.653785114,6.725509501,6.789153707,6.851187635,6.904568561,6.963252607,7.012197986,7.06771203,7.130599231,7.195294551,7.269925021,7.351854854,7.428934812,7.510010275,7.566434588,7.615652143,7.668231216,7.719117154,7.779225051,7.839801296,7.911095994,7.986447262
AIM/CGE,0.005,World,ssp370-lowNTCF-gidden,W / m^2,Effective Radiative Forcing,0.791214819,0.793950289,0.772887655,0.773230898,0.77723634,0.793578872,0.802998477,0.820747133,0.884546665,0.876298096,0.868447633,0.710618093,0.426412071,0.121509896,0.342306617,0.611621101,0.747585375,0.712002283,0.834025037,0.896669901,0.866232693,0.897261072,0.959568188,1.071188623,0.955649099,0.97264936,1.065291806,1.191111522,1.274369146,1.340509127,1.356303364,1.328370906,0.967439632,1.040883206,1.257021294,1.374433289,1.435824457,1.469898482,1.60166412,1.746090706,1.560278449,0.780826803,0.772588419,1.25415476,1.52916909,1.71533786,1.830461412,1.715133175,1.86185237,2.050117545,2.103455924,2.116998109,2.073042864,2.085921664,2.082829678,2.058672407,2.095618157,2.11643161,2.226373387,2.269324477,2.252985885,2.38544246,2.40774322,2.507384794,2.485035078,2.518894981,2.536397161,2.578528016,2.624094617,2.674744228,2.730917571,2.810406556,2.8824096,2.9402798,2.9916456,3.026907,3.0586995,3.0886475,3.1271407,3.1596375,3.196539,3.232749,3.2773111,3.3352214,3.404137,3.4508982,3.5062323,3.5392921,3.583607,3.6125512,3.6450272,3.6822071,3.7284336,3.7811975,3.8414297,3.9182521,3.9881484,4.0607577,4.1178177,4.1594779,4.1847587,4.2126932,4.2477613,4.2864836,4.3360946,4.3971996,4.4620308,4.5106963,4.5622094,4.6135418,4.649081,4.6874207,4.7281425,4.7755145,4.8252788,4.8807365,4.9509269,5.0191612,5.0799713,5.1278265,5.1692413,5.2064579,5.2520155,5.2999415,5.3458696,5.3968736,5.4482618,5.5074023,5.5744585,5.6427321,5.7072936,5.7640728,5.8193302,5.8660187,5.9180859,5.960491,6.0095362,6.0660249,6.1243978,6.1927735,6.2685329,6.3395241,6.4147068,6.4654044,6.5090572,6.5561974,6.6017575,6.6566479,6.7121135,6.7784036,6.8488632
GCAM4,0.005,World,ssp434,W / m^2,Effective Radiative Forcing,0.78568667,0.78775469,0.76663331,0.7669466,0.77094004,0.78668819,0.7956232,0.8131947,0.87686123,0.86835434,0.86020667,0.70175987,0.4171346,0.11205342,0.33230803,0.60158529,0.73752315,0.70227396,0.82384405,0.88631212,0.85563504,0.88648672,0.948852,1.0597547,0.94458204,0.96170404,1.0537451,1.179557,1.2626426,1.3284601,1.3446497,1.3170472,0.95662142,1.0298641,1.2460309,1.3634446,1.4248956,1.459061,1.5906508,1.7349648,1.5492803,0.77080293,0.7629576,1.2450829,1.5210565,1.7075244,1.8225957,1.7084269,1.8550538,2.043705,2.0971157,2.1104194,2.0664753,2.0789492,2.0757505,2.0513645,2.0877431,2.108966,2.2185935,2.2623283,2.2462852,2.3781824,2.4007034,2.5008467,2.4785221,2.5131779,2.531383,2.5732181,2.6176048,2.6655461,2.7162197,2.786688919,2.852591945,2.904051814,2.948629275,2.976092292,2.999565903,3.02079875,3.05023884,3.07338034,3.100639412,3.12710054,3.159950949,3.205258199,3.260691422,3.293025576,3.333033128,3.349896925,3.377169027,3.388210558,3.400840516,3.416125624,3.439380885,3.467224257,3.500644283,3.54884423,3.588442038,3.629171178,3.652775892,3.659323053,3.654811988,3.658858831,3.664532483,3.672937482,3.691341254,3.720394426,3.752357002,3.767363516,3.784438407,3.800596556,3.797329884,3.793137748,3.792284197,3.797622715,3.804890636,3.817389491,3.844160132,3.868514484,3.884989101,3.888063126,3.885286962,3.878974705,3.87821916,3.878561396,3.87568156,3.876718719,3.877018247,3.883994219,3.897834596,3.911888429,3.925092788,3.933702079,3.936933913,3.93039623,3.928084993,3.914983836,3.907402165,3.906210382,3.90588212,3.914553224,3.928229146,3.934861039,3.945502785,3.930662326,3.907754749,3.887370792,3.864452286,3.849908992,3.834977841,3.829961848,3.820214044
GCAM4,0.005,World,ssp460,W / m^2,Effective Radiative Forcing,0.78568667,0.78775469,0.76663331,0.7669466,0.77094004,0.78668819,0.7956232,0.8131947,0.87686123,0.86835434,0.86020667,0.70175987,0.4171346,0.11205342,0.33230803,0.60158529,0.73752315,0.70227396,0.82384405,0.88631212,0.85563504,0.88648672,0.948852,1.0597547,0.94458204,0.96170404,1.0537451,1.179557,1.2626426,1.3284601,1.3446497,1.3170472,0.95662142,1.0298641,1.2460309,1.3634446,1.4248956,1.459061,1.5906508,1.7349648,1.5492803,0.77080293,0.7629576,1.2450829,1.5210565,1.7075244,1.8225957,1.7084269,1.8550538,2.043705,2.0971157,2.1104194,2.0664753,2.0789492,2.0757505,2.0513645,2.0877431,2.108966,2.2185935,2.2623283,2.2462852,2.3781824,2.4007034,2.5008467,2.4785221,2.5131779,2.531383,2.5732181,2.6176048,2.6655461,2.7132756,2.777802426,2.843015589,2.897179069,2.947605482,2.983695163,3.018521513,3.053679858,3.099488286,3.141329241,3.189474485,3.238844792,3.294531352,3.362759155,3.441283273,3.496998767,3.560640492,3.601402432,3.652871581,3.688406908,3.726119438,3.767082489,3.815764786,3.869073884,3.928017365,4.001831766,4.067164127,4.133745743,4.183330479,4.216011515,4.241162394,4.278551004,4.315917497,4.355454747,4.404496365,4.463810234,4.52569715,4.57032267,4.616746532,4.662008931,4.690691501,4.721373799,4.753596009,4.791542419,4.830997779,4.875296924,4.9334993,4.988961749,5.036245731,5.069848484,5.098078716,5.123348533,5.15416618,5.185819543,5.214001668,5.245890819,5.276863877,5.3143432,5.358518451,5.40277168,5.44083515,5.468744979,5.494879051,5.511529871,5.532670394,5.543270253,5.559638536,5.582617024,5.606670717,5.639929917,5.677730747,5.707937739,5.741946793,5.750648357,5.75147022,5.754990991,5.756154715,5.765874147,5.7753971,5.794998947,5.814660387
IMAGE,0.005,World,ssp119,W / m^2,Effective Radiative Forcing,0.756088342,0.763287628,0.740113806,0.739188681,0.741862204,0.757060925,0.762188376,0.775106253,0.842438917,0.833923094,0.824693521,0.656779243,0.374983514,0.064240943,0.288455221,0.554980841,0.688265689,0.648496084,0.771769247,0.833030512,0.796763457,0.829774802,0.884201059,0.998887347,0.881415029,0.902332287,0.99041147,1.115419888,1.198470868,1.265181506,1.278158198,1.253322588,0.884547344,0.966664352,1.180997564,1.297093444,1.357650587,1.384912977,1.517790768,1.666885807,1.479702509,0.683863104,0.690116299,1.165840385,1.429239913,1.61917225,1.743109143,1.608230648,1.75662537,1.958346971,2.015697401,2.030333952,1.978649986,1.991003854,1.985291328,1.957156416,1.997160123,2.014932632,2.134884272,2.178300236,2.154680424,2.294808375,2.313501712,2.414756259,2.389214711,2.424340282,2.466072716,2.520807041,2.576639257,2.635329693,2.698193716,2.783485248,2.858951942,2.918463311,2.970121632,3.004791679,3.034915441,3.062324123,3.097592261,3.126321016,3.137494873,3.124361892,3.129234383,3.146234332,3.17291709,3.175795036,3.185820207,3.172198211,3.168456266,3.147968371,3.126591196,3.105174129,3.093307778,3.086559132,3.085842439,3.10028794,3.106453995,3.114156477,3.105101821,3.07932049,3.041149489,3.009844064,2.982547267,2.958611383,2.945261663,2.943093978,2.944329231,2.929072875,2.916326257,2.903058644,2.873196859,2.845190751,2.820199055,2.801798254,2.785714302,2.775232054,2.779373977,2.781441824,2.775960868,2.757390463,2.733192399,2.705591766,2.685629285,2.667480146,2.646799307,2.63068785,2.614474558,2.605545186,2.604076095,2.603393055,2.598068955,2.584102431,2.56858437,2.544235423,2.524995429,2.495811997,2.472981729,2.457297515,2.4432073,2.438832137,2.442159688,2.441041312,2.443835021,2.421744747,2.392193477,2.365725132,2.337270373,2.317781827,2.29857429,2.289900367,2.283074043
IMAGE,0.005,World,ssp126,W / m^2,Effective Radiative Forcing,0.757357579,0.764651996,0.741477114,0.74055438,0.743233593,0.758545525,0.763779047,0.776732635,0.84408932,0.835646458,0.826490836,0.65864162,0.376921311,0.066211394,0.290514171,0.557033142,0.690307501,0.650470337,0.773823701,0.835112647,0.798888703,0.831961769,0.886379617,1.001201437,0.88366197,0.904575059,0.992755453,1.117764752,1.200865533,1.267645672,1.280546965,1.255643757,0.886742844,0.968909532,1.183262335,1.299359915,1.359906359,1.387181549,1.52011434,1.66924138,1.482070584,0.686042309,0.692236025,1.16785276,1.431063488,1.620964324,1.744932215,1.609828122,1.758262442,1.959892545,2.017230973,2.031918024,1.980228558,1.992678326,1.9869802,1.958873389,1.998981295,2.016687104,2.136734345,2.180018209,2.156346596,2.296583149,2.315253885,2.416412234,2.390875086,2.426082656,2.46738687,2.520749579,2.574845075,2.631463389,2.686153189,2.756463482,2.8250255,2.8798344,2.9287671,2.9623645,2.993027,3.0223907,3.0608691,3.093923,3.1220194,3.1394462,3.1695508,3.2110931,3.2617729,3.2884602,3.3219801,3.331542,3.3507175,3.3529244,3.3523988,3.3501893,3.356959,3.3684708,3.3855949,3.4174612,3.4408145,3.4654196,3.4730013,3.4636057,3.4429576,3.4304365,3.4203805,3.4128906,3.4152238,3.4280248,3.4435521,3.4419361,3.4421944,3.4413305,3.4225401,3.404408,3.3880944,3.3778711,3.3694745,3.3661976,3.3770633,3.3853895,3.3857153,3.3725061,3.352982,3.3294236,3.3124752,3.2967227,3.2778255,3.2629121,3.24732,3.2384485,3.2364673,3.2347232,3.227485,3.2106442,3.1931113,3.1669503,3.1460778,3.1154104,3.0912211,3.07429,3.0590445,3.0535929,3.0559395,3.053939,3.0566519,3.0351359,3.0067888,2.9821274,2.9560603,2.9394666,2.9235739,2.9186329,2.9141798
MESSAGE-GLOBIOM,0.005,World,ssp245,W / m^2,Effective Radiative Forcing,0.767168098,0.771708572,0.749518805,0.749150144,0.752507862,0.76755881,0.774214578,0.789220403,0.854750329,0.845970208,0.837046102,0.673074472,0.389658268,0.081479788,0.303403232,0.571164591,0.705661139,0.668264917,0.790388677,0.852066128,0.818187219,0.850021611,0.908175584,1.020552683,0.904451221,0.923738756,1.013378363,1.138792853,1.221813747,1.287945098,1.302666805,1.276914612,0.912660653,0.99055767,1.205864235,1.322625722,1.383705677,1.414349179,1.54657279,1.693353748,1.507047067,0.720304246,0.72008882,1.199240407,1.469248844,1.657779404,1.777514728,1.653164765,1.800722126,1.996490567,2.052016827,2.065905799,2.017983348,2.030154633,2.025505727,1.998953438,2.036929364,2.056668595,2.171666552,2.215846528,2.196093027,2.331982493,2.352725643,2.453775805,2.429833275,2.465078566,2.495919124,2.545855507,2.597921052,2.653728065,2.702547346,2.761385663,2.8234635,2.8731385,2.9179954,2.9477022,2.975223,3.0021678,3.0388832,3.0707868,3.1115712,3.1563326,3.2057691,3.2674272,3.3390526,3.3875886,3.4437841,3.4768343,3.5203224,3.5476449,3.5760282,3.6064934,3.6460703,3.6904289,3.7405725,3.8057199,3.8624948,3.9205047,3.9615066,3.985579,3.9994737,4.0229645,4.0465253,4.072356,4.1077513,4.1534088,4.201622,4.2325509,4.265241,4.2967333,4.3105777,4.3254995,4.3421068,4.3647179,4.3890852,4.4185164,4.4620475,4.5030177,4.5359718,4.5553862,4.5671773,4.5735172,4.5874493,4.6023467,4.6138829,4.6292034,4.6436608,4.6646663,4.6924029,4.7202238,4.7436746,4.7587732,4.771127,4.7739721,4.7812672,4.7779735,4.7803883,4.7893391,4.7992811,4.8183364,4.8415098,4.8566362,4.8762902,4.8708292,4.8576665,4.8473503,4.8348024,4.8309248,4.8269584,4.8331644,4.8420708
REMIND-MAGPIE,0.005,World,ssp534-over,W / m^2,Effective Radiative Forcing,0.75592244,0.76001522,0.73784248,0.73752714,0.74067671,0.75516356,0.76091636,0.77564355,0.84113219,0.8318951,0.82236415,0.65891232,0.37515457,0.066692101,0.28850708,0.55656846,0.69138587,0.65432492,0.77622961,0.83793697,0.80403654,0.83523046,0.89343728,1.0052755,0.88941089,0.90840284,0.99740206,1.1227967,1.2051523,1.2707117,1.2859515,1.2603693,0.89658386,0.97400548,1.1887987,1.3054277,1.3664503,1.3965097,1.5280587,1.6746003,1.4876402,0.7013834,0.70182438,1.1814325,1.4523327,1.640784,1.7602076,1.6370371,1.7838904,1.9807394,2.0365171,2.0499621,2.0016227,2.012999,2.0085784,1.9821082,2.0193343,2.039216,2.1530705,2.1976882,2.1778156,2.3131178,2.3334568,2.4352803,2.410957,2.4445528,2.4813699,2.543681,2.6088813,2.6787161,2.7439842,2.8225177,2.90062694,2.968257711,3.033027608,3.085085765,3.136809319,3.189593818,3.253684855,3.314403371,3.375999929,3.433428932,3.501956421,3.584994672,3.680155693,3.754131833,3.837595316,3.899651113,3.973811369,4.033342644,4.105987557,4.193897011,4.272792952,4.349582146,4.425819038,4.511177435,4.582621049,4.650232139,4.69592567,4.720126535,4.723545877,4.725239496,4.727295682,4.728249753,4.735432504,4.749662301,4.763295395,4.756533574,4.748431253,4.736109368,4.70114391,4.662163899,4.625826316,4.59564028,4.5672423,4.543827794,4.534317304,4.521996668,4.501336457,4.466739856,4.421425718,4.367436214,4.324356943,4.283844281,4.241444169,4.204171203,4.167263008,4.138030806,4.116563537,4.096142032,4.07027314,4.03449469,3.999593053,3.956491626,3.919080939,3.872263711,3.832291538,3.799923485,3.769572732,3.749333375,3.73543165,3.715818707,3.701401181,3.662760424,3.617279996,3.575452097,3.532161611,3.498287755,3.465054314,3.442690153,3.426930252
REMIND-MAGPIE,0.005,World,ssp585,W / m^2,Effective Radiative Forcing,0.755942874,0.760035824,0.737863162,0.737547887,0.740697532,0.755184475,0.760937379,0.775664687,0.841153496,0.831916697,0.822386075,0.658934497,0.375176766,0.066714224,0.288528719,0.556589064,0.691405558,0.654344352,0.776249419,0.837957076,0.804057073,0.835251522,0.893458879,1.005297492,0.889433425,0.908426145,0.997425976,1.12282084,1.205176928,1.27073737,1.285978167,1.260397166,0.896612691,0.974035004,1.188828275,1.30545696,1.36647991,1.396540304,1.528090305,1.674633054,1.487674362,0.701419,0.701860835,1.181468681,1.452367122,1.640818084,1.760242904,1.637074133,1.783928891,1.980779328,2.036558785,2.050005657,2.001668101,2.013045785,2.008626476,1.982157481,2.019384704,2.039267429,2.153122979,2.197741849,2.17787054,2.313174,2.33351434,2.435339194,2.411017258,2.444614639,2.481420973,2.543722424,2.608913086,2.678736097,2.743994087,2.822518037,2.900624741,2.968254211,3.033022308,3.085078465,3.136799519,3.189581318,3.253669256,3.314384373,3.37597733,3.433402533,3.501927122,3.584963273,3.680122995,3.754098434,3.837561917,3.899618214,3.97377957,4.033312545,4.096517059,4.164733132,4.241416662,4.324452895,4.414764866,4.521479938,4.621213475,4.723532043,4.810036864,4.88086981,4.939785199,5.006204658,5.076751461,5.150641982,5.23519012,5.331018264,5.430389914,5.513452497,5.599270156,5.684823789,5.756882476,5.834262477,5.912036079,5.996698755,6.083997569,6.177237883,6.285459888,6.391975522,6.491293986,6.577881315,6.660183239,6.740617215,6.827720046,6.916353797,7.002233345,7.092497614,7.182516341,7.279702626,7.384261404,7.48951847,7.592615349,7.689816678,7.781465937,7.862574282,7.947641703,8.021498373,8.100677882,8.186024445,8.27190273,8.366702497,8.468230888,8.564514782,8.662611606,8.735149863,8.799233181,8.865968678,8.930016878,9.002197202,9.073980565,9.155721606,9.231232444
AIM/CGE,0.005,World,ssp370,W / m^2,Effective Radiative Forcing|Aerosols,-0.53043964,-0.50016779,-0.5202375,-0.52924468,-0.54366142,-0.56375738,-0.62069189,-0.66806139,-0.63002154,-0.63582301,-0.65860376,-0.73850909,-0.72970622,-0.79280361,-0.7674143,-0.78526632,-0.8012552,-0.8340418,-0.82799224,-0.83629826,-0.88696854,-0.88505394,-0.95444988,-0.93665079,-0.9470407,-0.91295364,-0.97188294,-0.97472262,-0.99354248,-0.99987968,-1.0098009,-0.97378092,-1.0336508,-0.96162139,-0.98001695,-0.9947305,-1.0008818,-1.0682928,-1.0700247,-1.0302227,-1.0483598,-1.176191,-1.0162958,-1.0584248,-1.1419448,-1.0989823,-1.023895,-1.1674764,-1.1821803,-1.0275014,-0.97499451,-0.97546614,-1.0686132,-1.0855903,-1.088871,-1.1192803,-1.1203302,-1.1341326,-1.0708877,-1.0419682,-1.1117579,-1.058895,-1.1037596,-1.0539252,-1.0985803,-1.0864847,-1.0905346,-1.0945786,-1.0986082,-1.102548,-1.1062508,-1.1092244,-1.1121905,-1.1151529,-1.1181135,-1.1210712,-1.1240222,-1.1269687,-1.1299131,-1.1328556,-1.1350701,-1.1364045,-1.1377387,-1.1390727,-1.1404029,-1.1417326,-1.1430631,-1.1443925,-1.1457193,-1.1470457,-1.1478993,-1.1481613,-1.1484222,-1.1486826,-1.148944,-1.1492046,-1.1494649,-1.1497251,-1.1499849,-1.1502454,-1.1488304,-1.1456205,-1.1423997,-1.1391719,-1.1359416,-1.1327049,-1.1294576,-1.1262034,-1.1229464,-1.1196826,-1.1163062,-1.1127727,-1.1092363,-1.1056929,-1.1021375,-1.0985739,-1.0950089,-1.0914363,-1.0878509,-1.084258,-1.0805806,-1.0767822,-1.07297,-1.0691493,-1.0653252,-1.0614919,-1.0576455,-1.0537906,-1.0499321,-1.0460646,-1.0426172,-1.0397761,-1.0369339,-1.0340867,-1.0312301,-1.0283684,-1.0255047,-1.0226368,-1.0197601,-1.0168773,-1.013464,-1.0095264,-1.0055751,-1.0016151,-0.99765046,-0.99367792,-0.98969041,-0.98569387,-0.98169352,-0.97768378,-0.97778208
AIM/CGE,0.005,World,ssp370-lowNTCF-aerchemmip,W / m^2,Effective Radiative Forcing|Aerosols,-0.55517526,-0.52342762,-0.54441547,-0.55384311,-0.56890696,-0.58996755,-0.64956596,-0.69915441,-0.65932525,-0.66544097,-0.68930152,-0.77302144,-0.76382039,-0.82987159,-0.80333316,-0.82202845,-0.83876592,-0.87305728,-0.86674684,-0.87545642,-0.92852827,-0.92653873,-0.99919686,-0.98060166,-0.9914458,-0.95571979,-1.0173917,-1.0203423,-1.0400144,-1.0466314,-1.0570134,-1.0192246,-1.0817813,-1.0063434,-1.0255558,-1.0409355,-1.0473416,-1.1178778,-1.1196601,-1.0779838,-1.0969325,-1.230609,-1.0632372,-1.1072978,-1.1946708,-1.1496676,-1.071052,-1.2213074,-1.2366818,-1.0747569,-1.0197864,-1.0202722,-1.1177336,-1.1355038,-1.1389444,-1.1707896,-1.1718707,-1.1862615,-1.1200099,-1.089672,-1.1626739,-1.1073365,-1.154255,-1.1020692,-1.1487888,-1.1345048,-1.1261388,-1.1177478,-1.1093419,-1.1008267,-1.090385,-1.0773749,-1.0642818,-1.0510855,-1.0377675,-1.0243437,-1.0108301,-0.99720639,-0.98345201,-0.96958258,-0.9548744,-0.93936843,-0.92371018,-0.90791647,-0.89200651,-0.875957,-0.85974164,-0.84337852,-0.82688817,-0.81024399,-0.79105824,-0.76909823,-0.74689315,-0.72440345,-0.70158918,-0.67846869,-0.65506537,-0.63133699,-0.60723901,-0.58278833,-0.56809618,-0.5638397,-0.55956529,-0.55527774,-0.55098448,-0.5466784,-0.54235355,-0.53801774,-0.53367494,-0.5293196,-0.52488526,-0.52035524,-0.51581817,-0.51126599,-0.50669316,-0.5021071,-0.49751421,-0.49290702,-0.48827852,-0.48363533,-0.47904947,-0.47450748,-0.4699456,-0.46536829,-0.46078347,-0.45618418,-0.45156302,-0.44692851,-0.44228488,-0.43762639,-0.43315512,-0.42895681,-0.42475236,-0.42053521,-0.41629938,-0.41205102,-0.40779578,-0.40352597,-0.3992373,-0.39493716,-0.39057105,-0.38614382,-0.38169586,-0.37723304,-0.37276044,-0.36827453,-0.36376747,-0.35924528,-0.35471485,-0.3501683,-0.35021352
AIM/CGE,0.005,World,ssp370-lowNTCF-gidden,W / m^2,Effective Radiative Forcing|Aerosols,-0.55517519,-0.52342752,-0.54441537,-0.55384301,-0.56890686,-0.58996744,-0.64956584,-0.69915429,-0.65932512,-0.66544086,-0.6893014,-0.77302132,-0.76382026,-0.82987146,-0.80333303,-0.82202832,-0.83876579,-0.87305715,-0.8667467,-0.87545628,-0.92852813,-0.92653861,-0.99919674,-0.98060153,-0.99144567,-0.95571966,-1.0173915,-1.0203422,-1.0400143,-1.0466312,-1.0570133,-1.0192244,-1.0817812,-1.0063433,-1.0255556,-1.0409353,-1.0473414,-1.1178776,-1.1196599,-1.0779836,-1.0969323,-1.2306088,-1.063237,-1.1072976,-1.1946705,-1.1496674,-1.0710518,-1.2213072,-1.2366816,-1.0747567,-1.0197862,-1.020272,-1.1177334,-1.1355036,-1.1389442,-1.1707894,-1.1718704,-1.1862613,-1.1200097,-1.0896717,-1.1626737,-1.1073363,-1.1542548,-1.102069,-1.1487886,-1.1345046,-1.1261386,-1.1177476,-1.1093418,-1.1008266,-1.0903849,-1.0773748,-1.0642817,-1.0510854,-1.0377674,-1.0243436,-1.01083,-0.99720631,-0.98345193,-0.9695825,-0.95487432,-0.93936835,-0.9237101,-0.90791639,-0.89200643,-0.87595692,-0.85974156,-0.84337844,-0.82688809,-0.81024391,-0.79105816,-0.76909815,-0.74689307,-0.72440337,-0.7015891,-0.67846861,-0.65506529,-0.63133691,-0.60723893,-0.58278825,-0.5680961,-0.56383962,-0.55956521,-0.55527766,-0.5509844,-0.54667833,-0.54235347,-0.53801766,-0.53367486,-0.52931952,-0.52488518,-0.52035516,-0.51581809,-0.51126591,-0.50669308,-0.50210702,-0.49751413,-0.49290694,-0.48827844,-0.48363526,-0.47904939,-0.4745074,-0.46994552,-0.46536821,-0.46078339,-0.4561841,-0.45156294,-0.44692843,-0.4422848,-0.43762631,-0.43315504,-0.42895673,-0.42475228,-0.42053513,-0.4162993,-0.41205094,-0.4077957,-0.40352589,-0.39923722,-0.39493708,-0.39057097,-0.38614374,-0.38169578,-0.37723296,-0.37276036,-0.36827445,-0.36376739,-0.3592452,-0.35471477,-0.35016822,-0.35021344
